purchasing,purchased,total
S96,C13-15,0.04
S96,C16,0.73
S96,C17,6.37
S96,C18,42.51
S96,C19,23.95
S96,C20,1.86
S96,C21,0.01
S96,C22,14.23
S96,C23,2.43
S96,C24,6.44
S96,C25,8.51
S96,C26,4.88
S96,C27,9.88
S96,C28,14.71
S96,C29,3.99
S96,C30,4.08
S96,C31_32,2.73
S96,C33,9.95
S96,D,8.25
S96,E36,1.54
S96,E37-39,30
S96,F,14.38
S96,G45,12.82
S96,G46,65.92
S96,G47,5.9
S96,H49,19.36
S96,H50,0.09
S96,H51,9.61
S96,H52,31.47
S96,H53,41.76
S96,I,72.98
S96,J58,5.62
S96,J59_60,49.52
S96,J61,120.79
S96,J62_63,22.61
S96,K64,191.69
S96,K65,30.17
S96,K66,15.04
S96,L68B,90.12
S96,L68A,0
S96,M69_70,206.31
S96,M71,185.14
S96,M72,0
S96,M73,0.26
S96,M74_75,13.22
S96,N77,657.44
S96,N78,86.84
S96,N79,4.16
S96,N80-82,160.59
S96,O,0
S96,P,13.47
S96,Q86,1.95
S96,Q87_88,0
S96,R90-92,1.07
S96,R93,10.15
S96,S94,0
S96,S95,6
S96,S96,1309.28
S96,T,0
S96,HH,5495.08
T,A01,0
T,A02,0
T,A03,0
T,B,0
T,C10-12,0
T,C13-15,0
T,C16,0
T,C17,0
T,C18,0
T,C19,0
T,C20,0
T,C21,0
T,C22,0
T,C23,0
T,C24,0
T,C25,0
T,C26,0
T,C27,0
T,C28,0
T,C29,0
T,C30,0
T,C31_32,0
T,C33,0
T,D,0
T,E36,0
T,E37-39,0
T,F,0
T,G45,0
T,G46,0
T,G47,0
T,H49,0
T,H50,0
T,H51,0
T,H52,0
T,H53,0
T,I,0
T,J58,0
T,J59_60,0
T,J61,0
T,J62_63,0
T,K64,0
T,K65,0
T,K66,0
T,L68B,0
T,L68A,0
T,M69_70,0
T,M71,0
T,M72,0
T,M73,0
T,M74_75,0
T,N77,0
T,N78,0
T,N79,0
T,N80-82,0
T,O,0
T,P,0
T,Q86,0
T,Q87_88,0
T,R90-92,0
T,R93,0
T,S94,0
T,S95,0
T,S96,0
T,T,0
T,HH,5162
HH,A01,7651.69
HH,A02,948.49
HH,A03,441.42
HH,B,7.2
HH,C10-12,74057.62
HH,C13-15,3990.85
HH,C16,448.61
HH,C17,1891.38
HH,C18,0
HH,C19,15126.02
HH,C20,3662.39
HH,C21,5507.06
HH,C22,727.63
HH,C23,1127.03
HH,C24,18.71
HH,C25,1211.86
HH,C26,1275.98
HH,C27,1311.78
HH,C28,86.79
HH,C29,11259.92
HH,C30,686.24
HH,C31_32,4137.75
HH,C33,266.37
HH,D,29005.11
HH,E36,4124.75
HH,E37-39,6778.27
HH,F,14675.9
HH,G45,27816.47
HH,G46,37618.82
HH,G47,117883.49
HH,H49,22912.04
HH,H50,418.09
HH,H51,4972.1
HH,H52,6275.16
HH,H53,1544.61
HH,I,67100.97
HH,J58,9223.4
HH,J59_60,5998.92
HH,J61,26591.1
HH,J62_63,1466.31
HH,K64,14638.85
HH,K65,37367.05
HH,K66,0
HH,L68B,62514.62
HH,L68A,154239
HH,M69_70,5500.88
HH,M71,749.22
HH,M72,10199
HH,M73,0
HH,M74_75,3224.21
HH,N77,4833.89
HH,N78,278
HH,N79,2165
HH,N80-82,1589.84
HH,O,177353
HH,P,104442
HH,Q86,132392.39
HH,Q87_88,67245.01
HH,R90-92,21243.85
HH,R93,15187.4
HH,S94,10923
HH,S95,3839
HH,S96,11604.93
HH,T,3990
HH,HH,:
