purchasing,purchased,total
C21,P85,406.45
C22,P85,297.31
C23,P85,245.77
C24,P85,311.55
C25,P85,533.17
C26,P85,421.39
C27,P85,406.18
C28,P85,774.75
C29,P85,1174.81
C30,P85,395.32
C31_C32,P85,198.22
C33,P85,411.39
D35,P85,835.57
E36,P85,79.59
E37-E39,P85,442.02
F,P85,1309.69
G45,P85,670.81
G46,P85,2154.09
G47,P85,1457.92
H49,P85,1296.64
H50,P85,100.7
H51,P85,747.29
H52,P85,791.85
H53,P85,324.08
I,P85,1007.29
J58,P85,395.82
J59_J60,P85,480.87
J61,P85,1470.36
J62_J63,P85,2310.11
K64,P85,2922.95
K65,P85,881.49
K66,P85,365.28
L68B,P85,1041.41
L68A,P85,401.7
M69_M70,P85,3004.52
M71,P85,1196.52
M72,P85,1787.75
M73,P85,871.46
M74_M75,P85,412.12
N77,P85,440.66
N78,P85,588.51
N79,P85,198.39
N80-N82,P85,1122.07
O84,P85,10417.31
P85,P85,19769.50
Q86,P85,3871.02
Q87_Q88,P85,1042.03
R90-R92,P85,492.61
R93,P85,361.68
S94,P85,511.32
S95,P85,105.43
S96,P85,310.49
T,P85,25.99
U,P85,0
P3,P85,656285.60
P51,P85,288.66
A01,Q86,61.32
A02,Q86,12.46
A03,Q86,10.6
B,Q86,55.64
C10-C12,Q86,522.64
C13-C15,Q86,88.19
C16,Q86,23.57
C17,Q86,44.76
C18,Q86,47
C19,Q86,70.46
C20,Q86,376.44
C21,Q86,207.41
C22,Q86,107.03
C23,Q86,59.19
C24,Q86,80.53
C25,Q86,129.38
C26,Q86,89.57
C27,Q86,76.83
C28,Q86,186.58
C29,Q86,265.98
C30,Q86,92.55
C31_C32,Q86,112.27
C33,Q86,103.43
D35,Q86,241.04
E36,Q86,45.17
E37-E39,Q86,167.12
F,Q86,387.96
G45,Q86,232.27
G46,Q86,1080.03
G47,Q86,715.29
H49,Q86,230.99
H50,Q86,54.98
H51,Q86,89.29
H52,Q86,170.35
H53,Q86,36.19
I,Q86,976.56
J58,Q86,104.83
J59_J60,Q86,96.87
J61,Q86,377.36
J62_J63,Q86,333.85
K64,Q86,296.37
K65,Q86,698.14
K66,Q86,173.82
L68B,Q86,317.61
L68A,Q86,58.43
M69_M70,Q86,455.73
M71,Q86,268.83
M72,Q86,269.84
M73,Q86,142.82
M74_M75,Q86,431.36
N77,Q86,161.78
N78,Q86,95.47
N79,Q86,34.68
N80-N82,Q86,382.87
O84,Q86,2655.17
P85,Q86,2068.52
Q86,Q86,44026.32
Q87_Q88,Q86,4063
R90-R92,Q86,188.93
R93,Q86,563.89
S94,Q86,154.8
S95,Q86,19.1
S96,Q86,173.57
T,Q86,11.34
U,Q86,0
P3,Q86,827049.18
P51,Q86,31.51
A01,Q87_Q88,6.95
A02,Q87_Q88,0.89
A03,Q87_Q88,0.1
B,Q87_Q88,1.44
C10-C12,Q87_Q88,3.11
C13-C15,Q87_Q88,4.13
C16,Q87_Q88,4.01
C17,Q87_Q88,0.6
C18,Q87_Q88,13.19
C19,Q87_Q88,0.24
C20,Q87_Q88,1.2
C21,Q87_Q88,2.35
C22,Q87_Q88,0.48
C23,Q87_Q88,1.08
C24,Q87_Q88,0.32
C25,Q87_Q88,0.82
C26,Q87_Q88,6.67
C27,Q87_Q88,4.11
C28,Q87_Q88,5.6
C29,Q87_Q88,0.29
C30,Q87_Q88,0.45
C31_C32,Q87_Q88,6.22
C33,Q87_Q88,1.53
D35,Q87_Q88,0.63
E36,Q87_Q88,0.27
E37-E39,Q87_Q88,7.16
F,Q87_Q88,8.37
G45,Q87_Q88,5.26
G46,Q87_Q88,5.23
G47,Q87_Q88,20.81
H49,Q87_Q88,6.6
H50,Q87_Q88,0.15
H51,Q87_Q88,0.77
H52,Q87_Q88,3.4
H53,Q87_Q88,0.03
I,Q87_Q88,74.3
J58,Q87_Q88,63.93
J59_J60,Q87_Q88,1.34
J61,Q87_Q88,0.45
J62_J63,Q87_Q88,21.41
K64,Q87_Q88,50.69
K65,Q87_Q88,15.64
K66,Q87_Q88,4.3
L68B,Q87_Q88,81.2
L68A,Q87_Q88,4.02
M69_M70,Q87_Q88,25.3
M71,Q87_Q88,5.63
M72,Q87_Q88,5.54
M73,Q87_Q88,6.28
M74_M75,Q87_Q88,73.32
N77,Q87_Q88,10.85
N78,Q87_Q88,15.72
N79,Q87_Q88,4.14
N80-N82,Q87_Q88,47.91
O84,Q87_Q88,236.15
P85,Q87_Q88,72.58
Q86,Q87_Q88,1692.77
Q87_Q88,Q87_Q88,25582.74
R90-R92,Q87_Q88,17.34
R93,Q87_Q88,19.81
S94,Q87_Q88,37.47
S95,Q87_Q88,0.19
S96,Q87_Q88,28.21
T,Q87_Q88,2.43
U,Q87_Q88,0
P3,Q87_Q88,325879.91
P51,Q87_Q88,24.71
A01,R90-R92,9.69
A02,R90-R92,1.88
A03,R90-R92,1.67
B,R90-R92,21.18
C10-C12,R90-R92,427.62
C13-C15,R90-R92,146.65
C16,R90-R92,14.08
C17,R90-R92,45.76
C18,R90-R92,162.98
C19,R90-R92,21.45
C20,R90-R92,84.53
C21,R90-R92,70.19
C22,R90-R92,64.63
C23,R90-R92,32.97
C24,R90-R92,21.55
C25,R90-R92,58
C26,R90-R92,41.98
C27,R90-R92,65.41
C28,R90-R92,42.44
C29,R90-R92,93
C30,R90-R92,23.25
C31_C32,R90-R92,29.95
C33,R90-R92,41.05
D35,R90-R92,103.66
E36,R90-R92,6.87
E37-E39,R90-R92,110.3
F,R90-R92,259.75
G45,R90-R92,158.69
G46,R90-R92,519.51
G47,R90-R92,386.17
H49,R90-R92,58.24
H50,R90-R92,26.14
H51,R90-R92,44.52
H52,R90-R92,82.45
H53,R90-R92,17.89
I,R90-R92,1091.21
J58,R90-R92,2109.92
J59_J60,R90-R92,4001.02
J61,R90-R92,334.32
J62_J63,R90-R92,383.53
K64,R90-R92,523.64
K65,R90-R92,55.98
K66,R90-R92,39.02
L68B,R90-R92,226.9
L68A,R90-R92,64.64
M69_M70,R90-R92,455.32
M71,R90-R92,111.77
M72,R90-R92,76.36
M73,R90-R92,894.4
M74_M75,R90-R92,160.92
N77,R90-R92,121.72
N78,R90-R92,75.85
N79,R90-R92,304.86
N80-N82,R90-R92,454.25
O84,R90-R92,1434.98
P85,R90-R92,926.15
Q86,R90-R92,96.06
Q87_Q88,R90-R92,269.21
R90-R92,R90-R92,9934.92
R93,R90-R92,2604.98
S94,R90-R92,829.48
S95,R90-R92,13
S96,R90-R92,49.68
T,R90-R92,2.27
U,R90-R92,0
P3,R90-R92,131010.56
P51,R90-R92,3281.82
A01,R93,61.54
A02,R93,8
A03,R93,2.22
B,R93,87.15
C10-C12,R93,744.44
C13-C15,R93,143.03
C16,R93,30.74
C17,R93,45.34
C18,R93,150.4
C19,R93,72.93
C20,R93,133.49
C21,R93,83.29
C22,R93,73.71
C23,R93,76.24
C24,R93,56.66
C25,R93,117.49
C26,R93,155.39
C27,R93,78.8
C28,R93,111.42
C29,R93,132.91
C30,R93,133.32
C31_C32,R93,107.82
C33,R93,90.94
D35,R93,212.29
E36,R93,20.23
E37-E39,R93,212.2
F,R93,409.14
G45,R93,262.35
G46,R93,1135.33
G47,R93,755.13
H49,R93,193.38
H50,R93,73.64
H51,R93,45.65
H52,R93,198.64
H53,R93,50.69
I,R93,932.14
J58,R93,720.52
J59_J60,R93,1751.05
J61,R93,684.89
J62_J63,R93,716.34
K64,R93,944.17
K65,R93,208.86
K66,R93,82.5
L68B,R93,412.25
L68A,R93,132.71
M69_M70,R93,798.6
M71,R93,330.5
M72,R93,149.46
M73,R93,709.39
M74_M75,R93,165.54
N77,R93,334.84
N78,R93,247.92
N79,R93,285.22
N80-N82,R93,689.38
O84,R93,4783.48
P85,R93,855.64
Q86,R93,243.04
Q87_Q88,R93,365.48
R90-R92,R93,4047.27
R93,R93,6338.52
S94,R93,1468.63
S95,R93,28.43
S96,R93,158.54
T,R93,5.48
U,R93,0
P3,R93,70787.70
P51,R93,377.96
A01,S94,540.77
A02,S94,18.99
A03,S94,13.53
B,S94,110.98
C10-C12,S94,935.77
C13-C15,S94,179.71
C16,S94,63.27
C17,S94,126.02
C18,S94,129.05
C19,S94,374.33
C20,S94,523.95
C21,S94,174.97
C22,S94,165.63
C23,S94,235.62
C24,S94,276.79
C25,S94,279.89
C26,S94,171.6
C27,S94,170.94
C28,S94,294.34
C29,S94,284.69
C30,S94,122.77
C31_C32,S94,153.33
C33,S94,143.26
D35,S94,773.34
E36,S94,117.43
E37-E39,S94,318.6
F,S94,1760.25
G45,S94,573.62
G46,S94,1577.20
G47,S94,1617.14
H49,S94,567.5
H50,S94,120.81
H51,S94,29.49
H52,S94,769.89
H53,S94,56.12
I,S94,824.89
J58,S94,229.52
J59_J60,S94,793.81
J61,S94,523.78
J62_J63,S94,608.43
K64,S94,840.07
K65,S94,312.5
K66,S94,157.05
L68B,S94,452.32
L68A,S94,149.29
M69_M70,S94,1261.92
M71,S94,691.3
M72,S94,361.43
M73,S94,675.95
M74_M75,S94,295.56
N77,S94,260.09
N78,S94,433.63
N79,S94,132.4
N80-N82,S94,852.74
O84,S94,747.43
P85,S94,340.42
Q86,S94,1128.54
Q87_Q88,S94,607.02
R90-R92,S94,816.21
R93,S94,1447.08
S94,S94,1084.35
S95,S94,39.32
S96,S94,193.52
T,S94,4.25
U,S94,0
P3,S94,82148.60
P51,S94,9.97
A01,S95,32.14
A02,S95,38.73
A03,S95,35.02
B,S95,28.82
C10-C12,S95,537.61
C13-C15,S95,96.36
C16,S95,60.31
C17,S95,72.53
C18,S95,46.58
C19,S95,154.28
C20,S95,152.5
C21,S95,60.13
C22,S95,98.51
C23,S95,100.72
C24,S95,85.56
C25,S95,140.32
C26,S95,240.06
C27,S95,234.8
C28,S95,286.18
C29,S95,491.95
C30,S95,124.42
C31_C32,S95,336.46
C33,S95,250.32
D35,S95,192.8
E36,S95,34.07
E37-E39,S95,111.93
F,S95,460.52
G45,S95,142.94
G46,S95,1122.09
G47,S95,881.5
H49,S95,261.65
H50,S95,37.93
H51,S95,206.04
H52,S95,232.41
H53,S95,27.72
I,S95,385.45
J58,S95,107.77
J59_J60,S95,169.5
J61,S95,487.43
J62_J63,S95,579.62
K64,S95,562.48
K65,S95,195.01
K66,S95,190.58
L68B,S95,246.13
L68A,S95,83.17
M69_M70,S95,374.5
M71,S95,173.87
M72,S95,141.96
M73,S95,101.45
M74_M75,S95,91.17
N77,S95,173.65
N78,S95,48.07
N79,S95,59.35
N80-N82,S95,224.85
O84,S95,1911.13
P85,S95,489.33
Q86,S95,1287.78
Q87_Q88,S95,164.37
R90-R92,S95,80.25
R93,S95,75.89
S94,S95,102.82
S95,S95,614.74
S96,S95,58.27
T,S95,2.28
U,S95,0
P3,S95,15690.26
P51,S95,3014.02
A01,S96,68.84
A02,S96,5.87
A03,S96,26.64
B,S96,104.83
C10-C12,S96,493.6
C13-C15,S96,122.75
C16,S96,35.73
C17,S96,83.54
C18,S96,106.9
C19,S96,92.99
C20,S96,329.85
C21,S96,121.03
C22,S96,148.01
C23,S96,132.73
C24,S96,200.43
C25,S96,177.01
C26,S96,187.56
C27,S96,162.99
C28,S96,278.67
C29,S96,192.42
C30,S96,62.43
C31_C32,S96,109.24
C33,S96,118.07
D35,S96,455.53
E36,S96,55.82
E37-E39,S96,427.89
F,S96,771.84
G45,S96,159.83
G46,S96,786.26
G47,S96,927.28
H49,S96,389.62
H50,S96,100.39
H51,S96,234.92
H52,S96,365.94
H53,S96,153.97
I,S96,1730.03
J58,S96,142.51
J59_J60,S96,381.73
J61,S96,622.92
J62_J63,S96,653.26
K64,S96,790.95
K65,S96,240.21
K66,S96,90.36
L68B,S96,408.53
L68A,S96,159.58
M69_M70,S96,3060.20
M71,S96,791.9
M72,S96,225.88
M73,S96,413.08
M74_M75,S96,252.27
N77,S96,1105.84
N78,S96,156.27
N79,S96,242.07
N80-N82,S96,267.91
O84,S96,825.89
P85,S96,364.21
Q86,S96,3001.14
Q87_Q88,S96,1097.65
R90-R92,S96,582.36
R93,S96,400.18
S94,S96,254.85
S95,S96,25.75
S96,S96,6908.96
T,S96,1002.63
U,S96,0
P3,S96,106440.29
P51,S96,3.72
A01,T,2.18
A02,T,33.73
A03,T,0.03
B,T,1.23
C10-C12,T,2.14
C13-C15,T,0.57
C16,T,1.34
C17,T,0.09
C18,T,0.33
C19,T,0.42
C20,T,5.01
C21,T,1.07
C22,T,0.8
C23,T,2.25
C24,T,0.64
C25,T,0.96
C26,T,0.28
C27,T,0.17
C28,T,3.29
C29,T,0.85
C30,T,0.43
C31_C32,T,2.13
C33,T,1.63
D35,T,2.19
E36,T,0.49
E37-E39,T,16.22
F,T,50.55
G45,T,11.62
G46,T,7.9
G47,T,6.75
H49,T,0.83
H50,T,0.01
H51,T,0.01
H52,T,3.92
H53,T,2.12
I,T,50.1
J58,T,2.25
J59_J60,T,1.61
J61,T,0.27
J62_J63,T,3.82
K64,T,2.95
K65,T,2.44
K66,T,1.44
L68B,T,575.81
L68A,T,394.56
M69_M70,T,7.34
M71,T,4.17
M72,T,8.58
M73,T,1.66
M74_M75,T,7.13
N77,T,3.59
N78,T,7.18
N79,T,4.43
N80-N82,T,19.36
O84,T,431.23
P85,T,531.39
Q86,T,194.42
Q87_Q88,T,169.18
R90-R92,T,30.43
R93,T,21.67
S94,T,8.64
S95,T,0.1
S96,T,45.87
T,T,1.49
U,T,0
P3,T,52565.09
P51,T,1.53
A01,U,0
A02,U,0.01
A03,U,0
B,U,0
C10-C12,U,0
C13-C15,U,0
C16,U,0
C17,U,0
C18,U,0
C19,U,0
C20,U,0
C21,U,0.01
C22,U,0
C23,U,0
C24,U,0
C25,U,0
C26,U,0
C27,U,0
C28,U,0
C29,U,0
C30,U,0
C31_C32,U,0.02
C33,U,0.01
D35,U,0
E36,U,0
E37-E39,U,0.18
F,U,0.04
G45,U,0
G46,U,0
G47,U,0.04
H49,U,0.02
H50,U,0
H51,U,0
H52,U,0.05
H53,U,0
I,U,0.08
J58,U,0.04
J59_J60,U,0
J61,U,0
J62_J63,U,0.1
K64,U,0
K65,U,0
K66,U,0
L68B,U,0.26
L68A,U,0
M69_M70,U,0.07
M71,U,0.06
M72,U,0.16
M73,U,0
M74_M75,U,0.06
N77,U,0.02
N78,U,0.06
N79,U,0.01
N80-N82,U,0.05
O84,U,16.72
P85,U,10.43
Q86,U,41.9
Q87_Q88,U,0.19
R90-R92,U,0.04
R93,U,0.02
S94,U,0
S95,U,0
S96,U,0.01
T,U,0.02
U,U,0
P3,U,0
P51,U,0
